,Name,Country,Team,Date
13712,GuardiaN,Slovakia,FaZe,2017-08-14
13713,NiKo,Bosnia and Herzegovina,FaZe,2017-08-14
13714,kioShiMa,France,FaZe,2017-08-14
13715,rain,Norway,FaZe,2017-08-14
13716,shox,France,G2,2017-08-14
13717,kennyS,France,G2,2017-08-14
13718,NBK-,France,G2,2017-08-14
13719,apEX,France,G2,2017-08-14
13720,bodyy,France,G2,2017-08-14
13721,n0thing,United States,Cloud9,2017-08-14
13722,Skadoodle,United States,Cloud9,2017-08-14
13723,shroud,Canada,Cloud9,2017-08-14
13724,autimatic,United States,Cloud9,2017-08-14
13725,Stewie2K,United States,Cloud9,2017-08-14
13726,kNgV-,Brazil,Immortals,2017-08-14
13727,steel,Brazil,Immortals,2017-08-14
13728,HEN1,Brazil,Immortals,2017-08-14
13729,LUCAS1,Brazil,Immortals,2017-08-14
13730,boltz,Brazil,Immortals,2017-08-14
13731,TaZ,Poland,Virtus.pro,2017-08-14
13732,NEO,Poland,Virtus.pro,2017-08-14
13733,pashaBiceps,Poland,Virtus.pro,2017-08-14
13734,Snax,Poland,Virtus.pro,2017-08-14
13735,byali,Poland,Virtus.pro,2017-08-14
13736,cajunb,Denmark,North,2017-08-14
13737,MSL,Denmark,North,2017-08-14
13738,aizy,Denmark,North,2017-08-14
13739,k0nfig,Denmark,North,2017-08-14
13740,olofmeister,Sweden,fnatic,2017-08-14
13741,dennis,Sweden,fnatic,2017-08-14
13742,flusha,Sweden,fnatic,2017-08-14
13743,JW,Sweden,fnatic,2017-08-14
13744,KRIMZ,Sweden,fnatic,2017-08-14
13745,nitr0,United States,Liquid,2017-08-14
13746,jdm64,United States,Liquid,2017-08-14
13747,stanislaw,Canada,Liquid,2017-08-14
13748,EliGE,United States,Liquid,2017-08-14
13749,Twistzz,Canada,Liquid,2017-08-14
13750,f0rest,Sweden,Ninjas in Pyjamas,2017-08-14
13751,GeT_RiGhT,Sweden,Ninjas in Pyjamas,2017-08-14
13752,Xizt,Sweden,Ninjas in Pyjamas,2017-08-14
13753,draken,Sweden,Ninjas in Pyjamas,2017-08-14
13754,REZ,Sweden,Ninjas in Pyjamas,2017-08-14
13755,gob b,Germany,BIG,2017-08-14
13756,LEGIJA,Germany,BIG,2017-08-14
13757,tabseN,Germany,BIG,2017-08-14
13758,keev,Germany,BIG,2017-08-14
13759,nex,Germany,BIG,2017-08-14
13760,Edward,Ukraine,Natus Vincere,2017-08-14
13761,Zeus,Ukraine,Natus Vincere,2017-08-14
13762,seized,Russia,Natus Vincere,2017-08-14
13763,flamie,Russia,Natus Vincere,2017-08-14
13764,s1mple,Ukraine,Natus Vincere,2017-08-14
13765,SIXER,France,Envy,2017-08-14
13766,RpK,France,Envy,2017-08-14
13767,ScreaM,Belgium,Envy,2017-08-14
13768,Happy,France,Envy,2017-08-14
13769,xms,France,Envy,2017-08-14
13770,RUSH,United States,OpTic,2017-08-14
13771,mixwell,Spain,OpTic,2017-08-14
13772,NAF,Canada,OpTic,2017-08-14
13773,tarik,United States,OpTic,2017-08-14
13774,MODDII,Sweden,Heroic,2017-08-14
13775,Snappi,Denmark,Heroic,2017-08-14
13776,es3tag,Denmark,Heroic,2017-08-14
13777,JUGi,Denmark,Heroic,2017-08-14
13778,niko,Denmark,Heroic,2017-08-14
13779,oskar,Czech Republic,MOUZ,2017-08-14
13780,chrisJ,Netherlands,MOUZ,2017-08-14
13781,suNny,Finland,MOUZ,2017-08-14
13782,STYKO,Slovakia,MOUZ,2017-08-14
13783,ropz,Estonia,MOUZ,2017-08-14
13784,markeloff,Ukraine,FlipSid3,2017-08-14
13785,B1ad3,Ukraine,FlipSid3,2017-08-14
13786,WorldEdit,Russia,FlipSid3,2017-08-14
13787,wayLander,Russia,FlipSid3,2017-08-14
13788,electroNic,Russia,FlipSid3,2017-08-14
13789,ANGE1,Ukraine,HellRaisers,2017-08-14
13790,Zero,Slovakia,HellRaisers,2017-08-14
13791,DeadFox,Hungary,HellRaisers,2017-08-14
13792,jks,Australia,Renegades,2017-08-14
13793,AZR,Australia,Renegades,2017-08-14
13794,USTILO,Australia,Renegades,2017-08-14
13795,Nifty,United States,Renegades,2017-08-14
13796,nexa,Serbia,Renegades,2017-08-14
13797,zehN,Finland,PENTA,2017-08-14
13798,innocent,Poland,PENTA,2017-08-14
13799,kRYSTAL,Germany,PENTA,2017-08-14
13800,HS,Estonia,PENTA,2017-08-14
13801,FNS,Canada,CLG,2017-08-14
13802,reltuC,United States,CLG,2017-08-14
13803,Rickeh,Australia,CLG,2017-08-14
13804,koosta,United States,CLG,2017-08-14
13805,Ethan,United States,CLG,2017-08-14
13806,MAJ3R,Turkey,Space Soldiers,2017-08-14
13807,XANTARES,Turkey,Space Soldiers,2017-08-14
13808,Calyx,Turkey,Space Soldiers,2017-08-14
13809,paz,Turkey,Space Soldiers,2017-08-14
13810,ngiN,Turkey,Space Soldiers,2017-08-14
13811,Maikelele,Sweden,Red Reserve,2017-08-14
13812,FREDDyFROG,Sweden,Red Reserve,2017-08-14
13813,Relaxa,Sweden,Red Reserve,2017-08-14
13814,hampus,Sweden,Red Reserve,2017-08-14
13815,RuStY,Sweden,Red Reserve,2017-08-14
13816,chopper,Russia,Vega Squadron,2017-08-14
13817,jR,Ukraine,Vega Squadron,2017-08-14
13818,keshandr,Russia,Vega Squadron,2017-08-14
13819,mir,Russia,Vega Squadron,2017-08-14
13820,hutji,Russia,Vega Squadron,2017-08-14
13821,fox,Portugal,Dignitas,2017-08-14
13822,RUBINO,Norway,Dignitas,2017-08-14
13823,TENZKI,Denmark,Dignitas,2017-08-14
13824,jkaem,Norway,Dignitas,2017-08-14
13825,cromen,Norway,Dignitas,2017-08-14
13826,seang@res,United States,Misfits,2017-08-14
13827,ShahZaM,United States,Misfits,2017-08-14
13828,SicK,United States,Misfits,2017-08-14
13829,AMANEK,France,Misfits,2017-08-14
13830,devoduvek,France,Misfits,2017-08-14
13831,pronax,Sweden,GODSENT,2017-08-14
13832,znajder,Sweden,GODSENT,2017-08-14
13833,twist,Sweden,GODSENT,2017-08-14
13834,disco doplan,Sweden,GODSENT,2017-08-14
13835,Lekr0,Sweden,GODSENT,2017-08-14
13836,captainMo,China,TYLOO,2017-08-14
13837,HZ,China,TYLOO,2017-08-14
13838,DD,China,TYLOO,2017-08-14
13839,BnTeT,Indonesia,TYLOO,2017-08-14
13840,somebody,China,TYLOO,2017-08-14
13841,FalleN,Brazil,SK,2017-08-21
13842,fer,Brazil,SK,2017-08-21
13843,coldzera,Brazil,SK,2017-08-21
13844,TACO,Brazil,SK,2017-08-21
13845,felps,Brazil,SK,2017-08-21
13846,Xyp9x,Denmark,Astralis,2017-08-21
13847,dupreeh,Denmark,Astralis,2017-08-21
13848,gla1ve,Denmark,Astralis,2017-08-21
13849,device,Denmark,Astralis,2017-08-21
13850,Kjaerbye,Denmark,Astralis,2017-08-21
13851,AdreN,Kazakhstan,Gambit,2017-08-21
13852,Dosia,Russia,Gambit,2017-08-21
13853,mou,Kazakhstan,Gambit,2017-08-21
13854,HObbit,Kazakhstan,Gambit,2017-08-21
13855,fitch,Kazakhstan,Gambit,2017-08-21
13856,kNgV-,Brazil,Immortals,2017-08-21
13857,steel,Brazil,Immortals,2017-08-21
13858,HEN1,Brazil,Immortals,2017-08-21
13859,LUCAS1,Brazil,Immortals,2017-08-21
13860,boltz,Brazil,Immortals,2017-08-21
13861,shox,France,G2,2017-08-21
13862,kennyS,France,G2,2017-08-21
13863,NBK-,France,G2,2017-08-21
13864,apEX,France,G2,2017-08-21
13865,bodyy,France,G2,2017-08-21
13866,karrigan,Denmark,FaZe,2017-08-21
13867,olofmeister,Sweden,FaZe,2017-08-21
13868,GuardiaN,Slovakia,FaZe,2017-08-21
13869,NiKo,Bosnia and Herzegovina,FaZe,2017-08-21
13870,rain,Norway,FaZe,2017-08-21
13871,TaZ,Poland,Virtus.pro,2017-08-21
13872,NEO,Poland,Virtus.pro,2017-08-21
13873,pashaBiceps,Poland,Virtus.pro,2017-08-21
13874,Snax,Poland,Virtus.pro,2017-08-21
13875,byali,Poland,Virtus.pro,2017-08-21
13876,cajunb,Denmark,North,2017-08-21
13877,MSL,Denmark,North,2017-08-21
13878,aizy,Denmark,North,2017-08-21
13879,valde,Denmark,North,2017-08-21
13880,k0nfig,Denmark,North,2017-08-21
13881,Skadoodle,United States,Cloud9,2017-08-21
13882,RUSH,United States,Cloud9,2017-08-21
13883,tarik,United States,Cloud9,2017-08-21
13884,autimatic,United States,Cloud9,2017-08-21
13885,Stewie2K,United States,Cloud9,2017-08-21
13886,gob b,Germany,BIG,2017-08-21
13887,LEGIJA,Germany,BIG,2017-08-21
13888,tabseN,Germany,BIG,2017-08-21
13889,keev,Germany,BIG,2017-08-21
13890,nex,Germany,BIG,2017-08-21
13891,Edward,Ukraine,Natus Vincere,2017-08-21
13892,Zeus,Ukraine,Natus Vincere,2017-08-21
13893,seized,Russia,Natus Vincere,2017-08-21
13894,flamie,Russia,Natus Vincere,2017-08-21
13895,s1mple,Ukraine,Natus Vincere,2017-08-21
13896,f0rest,Sweden,Ninjas in Pyjamas,2017-08-21
13897,GeT_RiGhT,Sweden,Ninjas in Pyjamas,2017-08-21
13898,Xizt,Sweden,Ninjas in Pyjamas,2017-08-21
13899,draken,Sweden,Ninjas in Pyjamas,2017-08-21
13900,REZ,Sweden,Ninjas in Pyjamas,2017-08-21
13901,nitr0,United States,Liquid,2017-08-21
13902,jdm64,United States,Liquid,2017-08-21
13903,stanislaw,Canada,Liquid,2017-08-21
13904,EliGE,United States,Liquid,2017-08-21
13905,Twistzz,Canada,Liquid,2017-08-21
13906,SIXER,France,Envy,2017-08-21
13907,RpK,France,Envy,2017-08-21
13908,ScreaM,Belgium,Envy,2017-08-21
13909,Happy,France,Envy,2017-08-21
13910,xms,France,Envy,2017-08-21
13911,flusha,Sweden,fnatic,2017-08-21
13912,JW,Sweden,fnatic,2017-08-21
13913,KRIMZ,Sweden,fnatic,2017-08-21
13914,Lekr0,Sweden,fnatic,2017-08-21
13915,Golden,Sweden,fnatic,2017-08-21
13916,oskar,Czech Republic,MOUZ,2017-08-21
13917,chrisJ,Netherlands,MOUZ,2017-08-21
13918,suNny,Finland,MOUZ,2017-08-21
13919,STYKO,Slovakia,MOUZ,2017-08-21
13920,ropz,Estonia,MOUZ,2017-08-21
13921,MODDII,Sweden,Heroic,2017-08-21
13922,Snappi,Denmark,Heroic,2017-08-21
13923,es3tag,Denmark,Heroic,2017-08-21
13924,JUGi,Denmark,Heroic,2017-08-21
13925,niko,Denmark,Heroic,2017-08-21
13926,markeloff,Ukraine,FlipSid3,2017-08-21
13927,B1ad3,Ukraine,FlipSid3,2017-08-21
13928,WorldEdit,Russia,FlipSid3,2017-08-21
13929,wayLander,Russia,FlipSid3,2017-08-21
13930,electroNic,Russia,FlipSid3,2017-08-21
13931,ANGE1,Ukraine,HellRaisers,2017-08-21
13932,Zero,Slovakia,HellRaisers,2017-08-21
13933,woxic,Turkey,HellRaisers,2017-08-21
13934,DeadFox,Hungary,HellRaisers,2017-08-21
13935,ISSAA,Jordan,HellRaisers,2017-08-21
13936,zehN,Finland,PENTA,2017-08-21
13937,innocent,Poland,PENTA,2017-08-21
13938,kRYSTAL,Germany,PENTA,2017-08-21
13939,HS,Estonia,PENTA,2017-08-21
13940,MAJ3R,Turkey,Space Soldiers,2017-08-21
13941,XANTARES,Turkey,Space Soldiers,2017-08-21
13942,Calyx,Turkey,Space Soldiers,2017-08-21
13943,paz,Turkey,Space Soldiers,2017-08-21
13944,ngiN,Turkey,Space Soldiers,2017-08-21
13945,jks,Australia,Renegades,2017-08-21
13946,AZR,Australia,Renegades,2017-08-21
13947,USTILO,Australia,Renegades,2017-08-21
13948,Nifty,United States,Renegades,2017-08-21
13949,Jayzwalkingz,Sweden,Renegades,2017-08-21
13950,FNS,Canada,CLG,2017-08-21
13951,reltuC,United States,CLG,2017-08-21
13952,Rickeh,Australia,CLG,2017-08-21
13953,koosta,United States,CLG,2017-08-21
13954,Ethan,United States,CLG,2017-08-21
13955,chopper,Russia,Vega Squadron,2017-08-21
13956,jR,Ukraine,Vega Squadron,2017-08-21
13957,keshandr,Russia,Vega Squadron,2017-08-21
13958,mir,Russia,Vega Squadron,2017-08-21
13959,hutji,Russia,Vega Squadron,2017-08-21
13960,fox,Portugal,Dignitas,2017-08-21
13961,RUBINO,Norway,Dignitas,2017-08-21
13962,TENZKI,Denmark,Dignitas,2017-08-21
13963,jkaem,Norway,Dignitas,2017-08-21
13964,cromen,Norway,Dignitas,2017-08-21
13965,Maikelele,Sweden,Red Reserve,2017-08-21
13966,FREDDyFROG,Sweden,Red Reserve,2017-08-21
13967,Relaxa,Sweden,Red Reserve,2017-08-21
13968,RuStY,Sweden,Red Reserve,2017-08-21
13969,seang@res,United States,Misfits,2017-08-21
13970,ShahZaM,United States,Misfits,2017-08-21
13971,SicK,United States,Misfits,2017-08-21
13972,AMANEK,France,Misfits,2017-08-21
13973,devoduvek,France,Misfits,2017-08-21
13974,captainMo,China,TYLOO,2017-08-21
13975,HZ,China,TYLOO,2017-08-21
13976,DD,China,TYLOO,2017-08-21
13977,BnTeT,Indonesia,TYLOO,2017-08-21
13978,somebody,China,TYLOO,2017-08-21
13979,SZPERO,Poland,Kinguin,2017-08-21
13980,rallen,Poland,Kinguin,2017-08-21
13981,MICHU,Poland,Kinguin,2017-08-21
13982,Hyper,Poland,Kinguin,2017-08-21
13983,mouz,Poland,Kinguin,2017-08-21
13984,KHRN,Finland,HAVU,2017-08-21
13985,REFLEX,Finland,HAVU,2017-08-21
13986,xartE,Finland,HAVU,2017-08-21
13987,Aleksib,Finland,HAVU,2017-08-21
13988,sergej,Finland,HAVU,2017-08-21
13989,FalleN,Brazil,SK,2017-08-28
13990,fer,Brazil,SK,2017-08-28
13991,coldzera,Brazil,SK,2017-08-28
13992,TACO,Brazil,SK,2017-08-28
13993,felps,Brazil,SK,2017-08-28
13994,Xyp9x,Denmark,Astralis,2017-08-28
13995,dupreeh,Denmark,Astralis,2017-08-28
13996,gla1ve,Denmark,Astralis,2017-08-28
13997,device,Denmark,Astralis,2017-08-28
13998,Kjaerbye,Denmark,Astralis,2017-08-28
13999,AdreN,Kazakhstan,Gambit,2017-08-28
14000,Dosia,Russia,Gambit,2017-08-28
14001,mou,Kazakhstan,Gambit,2017-08-28
14002,HObbit,Kazakhstan,Gambit,2017-08-28
14003,fitch,Kazakhstan,Gambit,2017-08-28
14004,kNgV-,Brazil,Immortals,2017-08-28
14005,steel,Brazil,Immortals,2017-08-28
14006,HEN1,Brazil,Immortals,2017-08-28
14007,LUCAS1,Brazil,Immortals,2017-08-28
14008,boltz,Brazil,Immortals,2017-08-28
14009,shox,France,G2,2017-08-28
14010,kennyS,France,G2,2017-08-28
14011,NBK-,France,G2,2017-08-28
14012,apEX,France,G2,2017-08-28
14013,bodyy,France,G2,2017-08-28
14014,karrigan,Denmark,FaZe,2017-08-28
14015,olofmeister,Sweden,FaZe,2017-08-28
14016,GuardiaN,Slovakia,FaZe,2017-08-28
14017,NiKo,Bosnia and Herzegovina,FaZe,2017-08-28
14018,rain,Norway,FaZe,2017-08-28
14019,cajunb,Denmark,North,2017-08-28
14020,MSL,Denmark,North,2017-08-28
14021,aizy,Denmark,North,2017-08-28
14022,valde,Denmark,North,2017-08-28
14023,k0nfig,Denmark,North,2017-08-28
14024,TaZ,Poland,Virtus.pro,2017-08-28
14025,NEO,Poland,Virtus.pro,2017-08-28
14026,pashaBiceps,Poland,Virtus.pro,2017-08-28
14027,Snax,Poland,Virtus.pro,2017-08-28
14028,byali,Poland,Virtus.pro,2017-08-28
14029,nitr0,United States,Liquid,2017-08-28
14030,jdm64,United States,Liquid,2017-08-28
14031,stanislaw,Canada,Liquid,2017-08-28
14032,EliGE,United States,Liquid,2017-08-28
14033,Twistzz,Canada,Liquid,2017-08-28
14034,Skadoodle,United States,Cloud9,2017-08-28
14035,RUSH,United States,Cloud9,2017-08-28
14036,tarik,United States,Cloud9,2017-08-28
14037,autimatic,United States,Cloud9,2017-08-28
14038,Stewie2K,United States,Cloud9,2017-08-28
14039,Edward,Ukraine,Natus Vincere,2017-08-28
14040,Zeus,Ukraine,Natus Vincere,2017-08-28
14041,seized,Russia,Natus Vincere,2017-08-28
14042,flamie,Russia,Natus Vincere,2017-08-28
14043,s1mple,Ukraine,Natus Vincere,2017-08-28
14044,SIXER,France,Envy,2017-08-28
14045,RpK,France,Envy,2017-08-28
14046,ScreaM,Belgium,Envy,2017-08-28
14047,Happy,France,Envy,2017-08-28
14048,xms,France,Envy,2017-08-28
14049,f0rest,Sweden,Ninjas in Pyjamas,2017-08-28
14050,GeT_RiGhT,Sweden,Ninjas in Pyjamas,2017-08-28
14051,Xizt,Sweden,Ninjas in Pyjamas,2017-08-28
14052,draken,Sweden,Ninjas in Pyjamas,2017-08-28
14053,REZ,Sweden,Ninjas in Pyjamas,2017-08-28
14054,gob b,Germany,BIG,2017-08-28
14055,LEGIJA,Germany,BIG,2017-08-28
14056,tabseN,Germany,BIG,2017-08-28
14057,keev,Germany,BIG,2017-08-28
14058,nex,Germany,BIG,2017-08-28
14059,flusha,Sweden,fnatic,2017-08-28
14060,JW,Sweden,fnatic,2017-08-28
14061,KRIMZ,Sweden,fnatic,2017-08-28
14062,Lekr0,Sweden,fnatic,2017-08-28
14063,Golden,Sweden,fnatic,2017-08-28
14064,MODDII,Sweden,Heroic,2017-08-28
14065,Snappi,Denmark,Heroic,2017-08-28
14066,es3tag,Denmark,Heroic,2017-08-28
14067,JUGi,Denmark,Heroic,2017-08-28
14068,niko,Denmark,Heroic,2017-08-28
14069,oskar,Czech Republic,MOUZ,2017-08-28
14070,chrisJ,Netherlands,MOUZ,2017-08-28
14071,suNny,Finland,MOUZ,2017-08-28
14072,STYKO,Slovakia,MOUZ,2017-08-28
14073,ropz,Estonia,MOUZ,2017-08-28
14074,markeloff,Ukraine,FlipSid3,2017-08-28
14075,B1ad3,Ukraine,FlipSid3,2017-08-28
14076,WorldEdit,Russia,FlipSid3,2017-08-28
14077,wayLander,Russia,FlipSid3,2017-08-28
14078,electroNic,Russia,FlipSid3,2017-08-28
14079,MAJ3R,Turkey,Space Soldiers,2017-08-28
14080,XANTARES,Turkey,Space Soldiers,2017-08-28
14081,Calyx,Turkey,Space Soldiers,2017-08-28
14082,paz,Turkey,Space Soldiers,2017-08-28
14083,ngiN,Turkey,Space Soldiers,2017-08-28
14084,ANGE1,Ukraine,HellRaisers,2017-08-28
14085,Zero,Slovakia,HellRaisers,2017-08-28
14086,woxic,Turkey,HellRaisers,2017-08-28
14087,DeadFox,Hungary,HellRaisers,2017-08-28
14088,ISSAA,Jordan,HellRaisers,2017-08-28
14089,jks,Australia,Renegades,2017-08-28
14090,AZR,Australia,Renegades,2017-08-28
14091,USTILO,Australia,Renegades,2017-08-28
14092,Nifty,United States,Renegades,2017-08-28
14093,Jayzwalkingz,Sweden,Renegades,2017-08-28
14094,FNS,Canada,CLG,2017-08-28
14095,reltuC,United States,CLG,2017-08-28
14096,Rickeh,Australia,CLG,2017-08-28
14097,koosta,United States,CLG,2017-08-28
14098,Ethan,United States,CLG,2017-08-28
14099,zehN,Finland,PENTA,2017-08-28
14100,innocent,Poland,PENTA,2017-08-28
14101,kRYSTAL,Germany,PENTA,2017-08-28
14102,HS,Estonia,PENTA,2017-08-28
14103,Maikelele,Sweden,Red Reserve,2017-08-28
14104,FREDDyFROG,Sweden,Red Reserve,2017-08-28
14105,Relaxa,Sweden,Red Reserve,2017-08-28
14106,RuStY,Sweden,Red Reserve,2017-08-28
14107,seang@res,United States,Misfits,2017-08-28
14108,ShahZaM,United States,Misfits,2017-08-28
14109,SicK,United States,Misfits,2017-08-28
14110,AMANEK,France,Misfits,2017-08-28
14111,devoduvek,France,Misfits,2017-08-28
14112,SZPERO,Poland,Kinguin,2017-08-28
14113,rallen,Poland,Kinguin,2017-08-28
14114,MICHU,Poland,Kinguin,2017-08-28
14115,Hyper,Poland,Kinguin,2017-08-28
14116,mouz,Poland,Kinguin,2017-08-28
14117,captainMo,China,TYLOO,2017-08-28
14118,HZ,China,TYLOO,2017-08-28
14119,DD,China,TYLOO,2017-08-28
14120,BnTeT,Indonesia,TYLOO,2017-08-28
14121,somebody,China,TYLOO,2017-08-28
14122,chopper,Russia,Vega Squadron,2017-08-28
14123,jR,Ukraine,Vega Squadron,2017-08-28
14124,keshandr,Russia,Vega Squadron,2017-08-28
14125,mir,Russia,Vega Squadron,2017-08-28
14126,hutji,Russia,Vega Squadron,2017-08-28
14127,KHRN,Finland,HAVU,2017-08-28
14128,REFLEX,Finland,HAVU,2017-08-28
14129,xartE,Finland,HAVU,2017-08-28
14130,Aleksib,Finland,HAVU,2017-08-28
14131,sergej,Finland,HAVU,2017-08-28
14132,shEMETA,Bulgaria,Imperial,2017-08-28
14133,bubble,Bulgaria,Imperial,2017-08-28
14134,spyleadeR,Bulgaria,Imperial,2017-08-28
14135,v1c7oR,Bulgaria,Imperial,2017-08-28
14136,dream3r,Bulgaria,Imperial,2017-08-28
14137,FalleN,Brazil,SK,2017-09-04
14138,fer,Brazil,SK,2017-09-04
14139,coldzera,Brazil,SK,2017-09-04
14140,TACO,Brazil,SK,2017-09-04
14141,felps,Brazil,SK,2017-09-04
14142,shox,France,G2,2017-09-04
14143,kennyS,France,G2,2017-09-04
14144,NBK-,France,G2,2017-09-04
14145,apEX,France,G2,2017-09-04
14146,bodyy,France,G2,2017-09-04
14147,Xyp9x,Denmark,Astralis,2017-09-04
14148,dupreeh,Denmark,Astralis,2017-09-04
14149,gla1ve,Denmark,Astralis,2017-09-04
14150,device,Denmark,Astralis,2017-09-04
14151,Kjaerbye,Denmark,Astralis,2017-09-04
14152,cajunb,Denmark,North,2017-09-04
14153,MSL,Denmark,North,2017-09-04
14154,aizy,Denmark,North,2017-09-04
14155,valde,Denmark,North,2017-09-04
14156,k0nfig,Denmark,North,2017-09-04
14157,AdreN,Kazakhstan,Gambit,2017-09-04
14158,Dosia,Russia,Gambit,2017-09-04
14159,mou,Kazakhstan,Gambit,2017-09-04
14160,HObbit,Kazakhstan,Gambit,2017-09-04
14161,fitch,Kazakhstan,Gambit,2017-09-04
14162,kNgV-,Brazil,Immortals,2017-09-04
14163,steel,Brazil,Immortals,2017-09-04
14164,HEN1,Brazil,Immortals,2017-09-04
14165,LUCAS1,Brazil,Immortals,2017-09-04
14166,boltz,Brazil,Immortals,2017-09-04
14167,f0rest,Sweden,Ninjas in Pyjamas,2017-09-04
14168,GeT_RiGhT,Sweden,Ninjas in Pyjamas,2017-09-04
14169,Xizt,Sweden,Ninjas in Pyjamas,2017-09-04
14170,draken,Sweden,Ninjas in Pyjamas,2017-09-04
14171,REZ,Sweden,Ninjas in Pyjamas,2017-09-04
14172,karrigan,Denmark,FaZe,2017-09-04
14173,olofmeister,Sweden,FaZe,2017-09-04
14174,GuardiaN,Slovakia,FaZe,2017-09-04
14175,NiKo,Bosnia and Herzegovina,FaZe,2017-09-04
14176,rain,Norway,FaZe,2017-09-04
14177,Edward,Ukraine,Natus Vincere,2017-09-04
14178,Zeus,Ukraine,Natus Vincere,2017-09-04
14179,seized,Russia,Natus Vincere,2017-09-04
14180,flamie,Russia,Natus Vincere,2017-09-04
14181,s1mple,Ukraine,Natus Vincere,2017-09-04
14182,TaZ,Poland,Virtus.pro,2017-09-04
14183,NEO,Poland,Virtus.pro,2017-09-04
14184,pashaBiceps,Poland,Virtus.pro,2017-09-04
14185,Snax,Poland,Virtus.pro,2017-09-04
14186,byali,Poland,Virtus.pro,2017-09-04
14187,Skadoodle,United States,Cloud9,2017-09-04
14188,RUSH,United States,Cloud9,2017-09-04
14189,tarik,United States,Cloud9,2017-09-04
14190,autimatic,United States,Cloud9,2017-09-04
14191,Stewie2K,United States,Cloud9,2017-09-04
14192,nitr0,United States,Liquid,2017-09-04
14193,jdm64,United States,Liquid,2017-09-04
14194,stanislaw,Canada,Liquid,2017-09-04
14195,EliGE,United States,Liquid,2017-09-04
14196,Twistzz,Canada,Liquid,2017-09-04
14197,SIXER,France,Envy,2017-09-04
14198,RpK,France,Envy,2017-09-04
14199,ScreaM,Belgium,Envy,2017-09-04
14200,Happy,France,Envy,2017-09-04
14201,xms,France,Envy,2017-09-04
14202,flusha,Sweden,fnatic,2017-09-04
14203,JW,Sweden,fnatic,2017-09-04
14204,KRIMZ,Sweden,fnatic,2017-09-04
14205,Lekr0,Sweden,fnatic,2017-09-04
14206,Golden,Sweden,fnatic,2017-09-04
14207,gob b,Germany,BIG,2017-09-04
14208,LEGIJA,Germany,BIG,2017-09-04
14209,tabseN,Germany,BIG,2017-09-04
14210,keev,Germany,BIG,2017-09-04
14211,nex,Germany,BIG,2017-09-04
14212,MODDII,Sweden,Heroic,2017-09-04
14213,Snappi,Denmark,Heroic,2017-09-04
14214,es3tag,Denmark,Heroic,2017-09-04
14215,JUGi,Denmark,Heroic,2017-09-04
14216,niko,Denmark,Heroic,2017-09-04
14217,oskar,Czech Republic,MOUZ,2017-09-04
14218,chrisJ,Netherlands,MOUZ,2017-09-04
14219,suNny,Finland,MOUZ,2017-09-04
14220,STYKO,Slovakia,MOUZ,2017-09-04
14221,ropz,Estonia,MOUZ,2017-09-04
14222,markeloff,Ukraine,FlipSid3,2017-09-04
14223,B1ad3,Ukraine,FlipSid3,2017-09-04
14224,WorldEdit,Russia,FlipSid3,2017-09-04
14225,wayLander,Russia,FlipSid3,2017-09-04
14226,electroNic,Russia,FlipSid3,2017-09-04
14227,jks,Australia,Renegades,2017-09-04
14228,AZR,Australia,Renegades,2017-09-04
14229,NAF,Canada,Renegades,2017-09-04
14230,USTILO,Australia,Renegades,2017-09-04
14231,Nifty,United States,Renegades,2017-09-04
14232,ANGE1,Ukraine,HellRaisers,2017-09-04
14233,Zero,Slovakia,HellRaisers,2017-09-04
14234,woxic,Turkey,HellRaisers,2017-09-04
14235,DeadFox,Hungary,HellRaisers,2017-09-04
14236,ISSAA,Jordan,HellRaisers,2017-09-04
14237,MAJ3R,Turkey,Space Soldiers,2017-09-04
14238,XANTARES,Turkey,Space Soldiers,2017-09-04
14239,Calyx,Turkey,Space Soldiers,2017-09-04
14240,paz,Turkey,Space Soldiers,2017-09-04
14241,ngiN,Turkey,Space Soldiers,2017-09-04
14242,FNS,Canada,CLG,2017-09-04
14243,reltuC,United States,CLG,2017-09-04
14244,Rickeh,Australia,CLG,2017-09-04
14245,koosta,United States,CLG,2017-09-04
14246,Ethan,United States,CLG,2017-09-04
14247,zehN,Finland,PENTA,2017-09-04
14248,innocent,Poland,PENTA,2017-09-04
14249,kRYSTAL,Germany,PENTA,2017-09-04
14250,FREDDyFROG,Sweden,passions,2017-09-04
14251,Relaxa,Sweden,passions,2017-09-04
14252,hampus,Sweden,passions,2017-09-04
14253,RuStY,Sweden,passions,2017-09-04
14254,djL,Sweden,passions,2017-09-04
14255,SZPERO,Poland,Kinguin,2017-09-04
14256,rallen,Poland,Kinguin,2017-09-04
14257,MICHU,Poland,Kinguin,2017-09-04
14258,Hyper,Poland,Kinguin,2017-09-04
14259,mouz,Poland,Kinguin,2017-09-04
14260,chopper,Russia,Vega Squadron,2017-09-04
14261,jR,Ukraine,Vega Squadron,2017-09-04
14262,keshandr,Russia,Vega Squadron,2017-09-04
14263,mir,Russia,Vega Squadron,2017-09-04
14264,hutji,Russia,Vega Squadron,2017-09-04
14265,seang@res,United States,Misfits,2017-09-04
14266,ShahZaM,United States,Misfits,2017-09-04
14267,SicK,United States,Misfits,2017-09-04
14268,AMANEK,France,Misfits,2017-09-04
14269,devoduvek,France,Misfits,2017-09-04
14270,BARBARR,Sweden,Epsilon,2017-09-04
