,Name,Country,Team,Date
14271,maeVe,Denmark,Epsilon,2017-09-04
14272,cosmeeeN,Romania,Epsilon,2017-09-04
14273,freddieb,Sweden,Epsilon,2017-09-04
14274,smooya,United Kingdom,Epsilon,2017-09-04
14275,allu,Finland,OpTic,2017-09-04
14276,friberg,Sweden,OpTic,2017-09-04
14277,mixwell,Spain,OpTic,2017-09-04
14278,HS,Estonia,OpTic,2017-09-04
14279,Magisk,Denmark,OpTic,2017-09-04
14280,dennis,Sweden,GODSENT,2017-09-04
14281,znajder,Sweden,GODSENT,2017-09-04
14282,twist,Sweden,GODSENT,2017-09-04
14283,disco doplan,Sweden,GODSENT,2017-09-04
14284,FalleN,Brazil,SK,2017-09-11
14285,fer,Brazil,SK,2017-09-11
14286,coldzera,Brazil,SK,2017-09-11
14287,TACO,Brazil,SK,2017-09-11
14288,felps,Brazil,SK,2017-09-11
14289,shox,France,G2,2017-09-11
14290,kennyS,France,G2,2017-09-11
14291,NBK-,France,G2,2017-09-11
14292,apEX,France,G2,2017-09-11
14293,bodyy,France,G2,2017-09-11
14294,cajunb,Denmark,North,2017-09-11
14295,MSL,Denmark,North,2017-09-11
14296,aizy,Denmark,North,2017-09-11
14297,valde,Denmark,North,2017-09-11
14298,k0nfig,Denmark,North,2017-09-11
14299,Xyp9x,Denmark,Astralis,2017-09-11
14300,dupreeh,Denmark,Astralis,2017-09-11
14301,gla1ve,Denmark,Astralis,2017-09-11
14302,device,Denmark,Astralis,2017-09-11
14303,Kjaerbye,Denmark,Astralis,2017-09-11
14304,AdreN,Kazakhstan,Gambit,2017-09-11
14305,Dosia,Russia,Gambit,2017-09-11
14306,mou,Kazakhstan,Gambit,2017-09-11
14307,HObbit,Kazakhstan,Gambit,2017-09-11
14308,fitch,Kazakhstan,Gambit,2017-09-11
14309,kNgV-,Brazil,Immortals,2017-09-11
14310,steel,Brazil,Immortals,2017-09-11
14311,HEN1,Brazil,Immortals,2017-09-11
14312,LUCAS1,Brazil,Immortals,2017-09-11
14313,boltz,Brazil,Immortals,2017-09-11
14314,f0rest,Sweden,Ninjas in Pyjamas,2017-09-11
14315,GeT_RiGhT,Sweden,Ninjas in Pyjamas,2017-09-11
14316,Xizt,Sweden,Ninjas in Pyjamas,2017-09-11
14317,draken,Sweden,Ninjas in Pyjamas,2017-09-11
14318,REZ,Sweden,Ninjas in Pyjamas,2017-09-11
14319,karrigan,Denmark,FaZe,2017-09-11
14320,olofmeister,Sweden,FaZe,2017-09-11
14321,GuardiaN,Slovakia,FaZe,2017-09-11
14322,NiKo,Bosnia and Herzegovina,FaZe,2017-09-11
14323,rain,Norway,FaZe,2017-09-11
14324,nitr0,United States,Liquid,2017-09-11
14325,jdm64,United States,Liquid,2017-09-11
14326,stanislaw,Canada,Liquid,2017-09-11
14327,EliGE,United States,Liquid,2017-09-11
14328,Twistzz,Canada,Liquid,2017-09-11
14329,TaZ,Poland,Virtus.pro,2017-09-11
14330,NEO,Poland,Virtus.pro,2017-09-11
14331,pashaBiceps,Poland,Virtus.pro,2017-09-11
14332,Snax,Poland,Virtus.pro,2017-09-11
14333,byali,Poland,Virtus.pro,2017-09-11
14334,Edward,Ukraine,Natus Vincere,2017-09-11
14335,Zeus,Ukraine,Natus Vincere,2017-09-11
14336,seized,Russia,Natus Vincere,2017-09-11
14337,flamie,Russia,Natus Vincere,2017-09-11
14338,s1mple,Ukraine,Natus Vincere,2017-09-11
14339,oskar,Czech Republic,MOUZ,2017-09-11
14340,chrisJ,Netherlands,MOUZ,2017-09-11
14341,suNny,Finland,MOUZ,2017-09-11
14342,STYKO,Slovakia,MOUZ,2017-09-11
14343,ropz,Estonia,MOUZ,2017-09-11
14344,Skadoodle,United States,Cloud9,2017-09-11
14345,RUSH,United States,Cloud9,2017-09-11
14346,tarik,United States,Cloud9,2017-09-11
14347,autimatic,United States,Cloud9,2017-09-11
14348,Stewie2K,United States,Cloud9,2017-09-11
14349,flusha,Sweden,fnatic,2017-09-11
14350,JW,Sweden,fnatic,2017-09-11
14351,KRIMZ,Sweden,fnatic,2017-09-11
14352,Lekr0,Sweden,fnatic,2017-09-11
14353,Golden,Sweden,fnatic,2017-09-11
14354,gob b,Germany,BIG,2017-09-11
14355,LEGIJA,Germany,BIG,2017-09-11
14356,tabseN,Germany,BIG,2017-09-11
14357,keev,Germany,BIG,2017-09-11
14358,nex,Germany,BIG,2017-09-11
14359,SIXER,France,Envy,2017-09-11
14360,RpK,France,Envy,2017-09-11
14361,ScreaM,Belgium,Envy,2017-09-11
14362,Happy,France,Envy,2017-09-11
14363,xms,France,Envy,2017-09-11
14364,MODDII,Sweden,Heroic,2017-09-11
14365,Snappi,Denmark,Heroic,2017-09-11
14366,es3tag,Denmark,Heroic,2017-09-11
14367,JUGi,Denmark,Heroic,2017-09-11
14368,niko,Denmark,Heroic,2017-09-11
14369,FNS,Canada,CLG,2017-09-11
14370,reltuC,United States,CLG,2017-09-11
14371,Rickeh,Australia,CLG,2017-09-11
14372,koosta,United States,CLG,2017-09-11
14373,Ethan,United States,CLG,2017-09-11
14374,jks,Australia,Renegades,2017-09-11
14375,AZR,Australia,Renegades,2017-09-11
14376,NAF,Canada,Renegades,2017-09-11
14377,USTILO,Australia,Renegades,2017-09-11
14378,Nifty,United States,Renegades,2017-09-11
14379,markeloff,Ukraine,FlipSid3,2017-09-11
14380,B1ad3,Ukraine,FlipSid3,2017-09-11
14381,WorldEdit,Russia,FlipSid3,2017-09-11
14382,wayLander,Russia,FlipSid3,2017-09-11
14383,electroNic,Russia,FlipSid3,2017-09-11
14384,ANGE1,Ukraine,HellRaisers,2017-09-11
14385,Zero,Slovakia,HellRaisers,2017-09-11
14386,woxic,Turkey,HellRaisers,2017-09-11
14387,DeadFox,Hungary,HellRaisers,2017-09-11
14388,ISSAA,Jordan,HellRaisers,2017-09-11
14389,MAJ3R,Turkey,Space Soldiers,2017-09-11
14390,XANTARES,Turkey,Space Soldiers,2017-09-11
14391,Calyx,Turkey,Space Soldiers,2017-09-11
14392,paz,Turkey,Space Soldiers,2017-09-11
14393,ngiN,Turkey,Space Soldiers,2017-09-11
14394,zehN,Finland,PENTA,2017-09-11
14395,innocent,Poland,PENTA,2017-09-11
14396,kRYSTAL,Germany,PENTA,2017-09-11
14397,PKL,Brazil,Luminosity,2017-09-11
14398,SHOOWTiME,Brazil,Luminosity,2017-09-11
14399,NEKIZ,Brazil,Luminosity,2017-09-11
14400,yel,Brazil,Luminosity,2017-09-11
14401,chelo,Brazil,Luminosity,2017-09-11
14402,SZPERO,Poland,Kinguin,2017-09-11
14403,rallen,Poland,Kinguin,2017-09-11
14404,MICHU,Poland,Kinguin,2017-09-11
14405,Hyper,Poland,Kinguin,2017-09-11
14406,mouz,Poland,Kinguin,2017-09-11
14407,seang@res,United States,Misfits,2017-09-11
14408,ShahZaM,United States,Misfits,2017-09-11
14409,SicK,United States,Misfits,2017-09-11
14410,AMANEK,France,Misfits,2017-09-11
14411,devoduvek,France,Misfits,2017-09-11
14412,dennis,Sweden,GODSENT,2017-09-11
14413,znajder,Sweden,GODSENT,2017-09-11
14414,twist,Sweden,GODSENT,2017-09-11
14415,disco doplan,Sweden,GODSENT,2017-09-11
14416,freddieb,Sweden,GODSENT,2017-09-11
14417,FREDDyFROG,Sweden,passions,2017-09-11
14418,Relaxa,Sweden,passions,2017-09-11
14419,hampus,Sweden,passions,2017-09-11
14420,RuStY,Sweden,passions,2017-09-11
14421,djL,Sweden,passions,2017-09-11
14422,queztone,Slovakia,eXtatus,2017-09-11
14423,ZEDKO,Czech Republic,eXtatus,2017-09-11
14424,DEV7L,Czech Republic,eXtatus,2017-09-11
14425,frozen,Slovakia,eXtatus,2017-09-11
14426,MonttY,Slovakia,eXtatus,2017-09-11
14427,chopper,Russia,Vega Squadron,2017-09-11
14428,jR,Ukraine,Vega Squadron,2017-09-11
14429,keshandr,Russia,Vega Squadron,2017-09-11
14430,mir,Russia,Vega Squadron,2017-09-11
14431,hutji,Russia,Vega Squadron,2017-09-11
14432,FalleN,Brazil,SK,2017-09-18
14433,fer,Brazil,SK,2017-09-18
14434,coldzera,Brazil,SK,2017-09-18
14435,TACO,Brazil,SK,2017-09-18
14436,felps,Brazil,SK,2017-09-18
14437,shox,France,G2,2017-09-18
14438,kennyS,France,G2,2017-09-18
14439,NBK-,France,G2,2017-09-18
14440,apEX,France,G2,2017-09-18
14441,bodyy,France,G2,2017-09-18
14442,cajunb,Denmark,North,2017-09-18
14443,MSL,Denmark,North,2017-09-18
14444,aizy,Denmark,North,2017-09-18
14445,valde,Denmark,North,2017-09-18
14446,k0nfig,Denmark,North,2017-09-18
14447,karrigan,Denmark,FaZe,2017-09-18
14448,olofmeister,Sweden,FaZe,2017-09-18
14449,GuardiaN,Slovakia,FaZe,2017-09-18
14450,NiKo,Bosnia and Herzegovina,FaZe,2017-09-18
14451,rain,Norway,FaZe,2017-09-18
14452,Xyp9x,Denmark,Astralis,2017-09-18
14453,dupreeh,Denmark,Astralis,2017-09-18
14454,gla1ve,Denmark,Astralis,2017-09-18
14455,device,Denmark,Astralis,2017-09-18
14456,Kjaerbye,Denmark,Astralis,2017-09-18
14457,nitr0,United States,Liquid,2017-09-18
14458,jdm64,United States,Liquid,2017-09-18
14459,stanislaw,Canada,Liquid,2017-09-18
14460,EliGE,United States,Liquid,2017-09-18
14461,Twistzz,Canada,Liquid,2017-09-18
14462,AdreN,Kazakhstan,Gambit,2017-09-18
14463,Dosia,Russia,Gambit,2017-09-18
14464,mou,Kazakhstan,Gambit,2017-09-18
14465,HObbit,Kazakhstan,Gambit,2017-09-18
14466,fitch,Kazakhstan,Gambit,2017-09-18
14467,kNgV-,Brazil,Immortals,2017-09-18
14468,steel,Brazil,Immortals,2017-09-18
14469,HEN1,Brazil,Immortals,2017-09-18
14470,LUCAS1,Brazil,Immortals,2017-09-18
14471,boltz,Brazil,Immortals,2017-09-18
14472,Skadoodle,United States,Cloud9,2017-09-18
14473,RUSH,United States,Cloud9,2017-09-18
14474,tarik,United States,Cloud9,2017-09-18
14475,autimatic,United States,Cloud9,2017-09-18
14476,Stewie2K,United States,Cloud9,2017-09-18
14477,f0rest,Sweden,Ninjas in Pyjamas,2017-09-18
14478,GeT_RiGhT,Sweden,Ninjas in Pyjamas,2017-09-18
14479,Xizt,Sweden,Ninjas in Pyjamas,2017-09-18
14480,draken,Sweden,Ninjas in Pyjamas,2017-09-18
14481,REZ,Sweden,Ninjas in Pyjamas,2017-09-18
14482,Edward,Ukraine,Natus Vincere,2017-09-18
14483,Zeus,Ukraine,Natus Vincere,2017-09-18
14484,seized,Russia,Natus Vincere,2017-09-18
14485,flamie,Russia,Natus Vincere,2017-09-18
14486,s1mple,Ukraine,Natus Vincere,2017-09-18
14487,TaZ,Poland,Virtus.pro,2017-09-18
14488,NEO,Poland,Virtus.pro,2017-09-18
14489,pashaBiceps,Poland,Virtus.pro,2017-09-18
14490,Snax,Poland,Virtus.pro,2017-09-18
14491,byali,Poland,Virtus.pro,2017-09-18
14492,oskar,Czech Republic,MOUZ,2017-09-18
14493,chrisJ,Netherlands,MOUZ,2017-09-18
14494,suNny,Finland,MOUZ,2017-09-18
14495,STYKO,Slovakia,MOUZ,2017-09-18
14496,ropz,Estonia,MOUZ,2017-09-18
14497,flusha,Sweden,fnatic,2017-09-18
14498,JW,Sweden,fnatic,2017-09-18
14499,KRIMZ,Sweden,fnatic,2017-09-18
14500,Lekr0,Sweden,fnatic,2017-09-18
14501,Golden,Sweden,fnatic,2017-09-18
14502,gob b,Germany,BIG,2017-09-18
14503,LEGIJA,Germany,BIG,2017-09-18
14504,tabseN,Germany,BIG,2017-09-18
14505,keev,Germany,BIG,2017-09-18
14506,nex,Germany,BIG,2017-09-18
14507,SIXER,France,Envy,2017-09-18
14508,RpK,France,Envy,2017-09-18
14509,ScreaM,Belgium,Envy,2017-09-18
14510,Happy,France,Envy,2017-09-18
14511,xms,France,Envy,2017-09-18
14512,MODDII,Sweden,Heroic,2017-09-18
14513,Snappi,Denmark,Heroic,2017-09-18
14514,es3tag,Denmark,Heroic,2017-09-18
14515,JUGi,Denmark,Heroic,2017-09-18
14516,niko,Denmark,Heroic,2017-09-18
14517,FNS,Canada,CLG,2017-09-18
14518,reltuC,United States,CLG,2017-09-18
14519,Rickeh,Australia,CLG,2017-09-18
14520,koosta,United States,CLG,2017-09-18
14521,Ethan,United States,CLG,2017-09-18
14522,jks,Australia,Renegades,2017-09-18
14523,AZR,Australia,Renegades,2017-09-18
14524,NAF,Canada,Renegades,2017-09-18
14525,USTILO,Australia,Renegades,2017-09-18
14526,Nifty,United States,Renegades,2017-09-18
14527,ANGE1,Ukraine,HellRaisers,2017-09-18
14528,Zero,Slovakia,HellRaisers,2017-09-18
14529,woxic,Turkey,HellRaisers,2017-09-18
14530,DeadFox,Hungary,HellRaisers,2017-09-18
14531,ISSAA,Jordan,HellRaisers,2017-09-18
14532,markeloff,Ukraine,FlipSid3,2017-09-18
14533,B1ad3,Ukraine,FlipSid3,2017-09-18
14534,WorldEdit,Russia,FlipSid3,2017-09-18
14535,wayLander,Russia,FlipSid3,2017-09-18
14536,electroNic,Russia,FlipSid3,2017-09-18
14537,MAJ3R,Turkey,Space Soldiers,2017-09-18
14538,XANTARES,Turkey,Space Soldiers,2017-09-18
14539,Calyx,Turkey,Space Soldiers,2017-09-18
14540,paz,Turkey,Space Soldiers,2017-09-18
14541,ngiN,Turkey,Space Soldiers,2017-09-18
14542,PKL,Brazil,Luminosity,2017-09-18
14543,SHOOWTiME,Brazil,Luminosity,2017-09-18
14544,NEKIZ,Brazil,Luminosity,2017-09-18
14545,yel,Brazil,Luminosity,2017-09-18
14546,chelo,Brazil,Luminosity,2017-09-18
14547,zehN,Finland,PENTA,2017-09-18
14548,innocent,Poland,PENTA,2017-09-18
14549,kRYSTAL,Germany,PENTA,2017-09-18
14550,seang@res,United States,Misfits,2017-09-18
14551,ShahZaM,United States,Misfits,2017-09-18
14552,SicK,United States,Misfits,2017-09-18
14553,AMANEK,France,Misfits,2017-09-18
14554,devoduvek,France,Misfits,2017-09-18
14555,SZPERO,Poland,Kinguin,2017-09-18
14556,rallen,Poland,Kinguin,2017-09-18
14557,MICHU,Poland,Kinguin,2017-09-18
14558,Hyper,Poland,Kinguin,2017-09-18
14559,mouz,Poland,Kinguin,2017-09-18
14560,FREDDyFROG,Sweden,passions,2017-09-18
14561,Relaxa,Sweden,passions,2017-09-18
14562,hampus,Sweden,passions,2017-09-18
14563,RuStY,Sweden,passions,2017-09-18
14564,djL,Sweden,passions,2017-09-18
14565,chopper,Russia,Vega Squadron,2017-09-18
14566,jR,Ukraine,Vega Squadron,2017-09-18
14567,keshandr,Russia,Vega Squadron,2017-09-18
14568,mir,Russia,Vega Squadron,2017-09-18
14569,hutji,Russia,Vega Squadron,2017-09-18
14570,queztone,Slovakia,eXtatus,2017-09-18
14571,ZEDKO,Czech Republic,eXtatus,2017-09-18
14572,DEV7L,Czech Republic,eXtatus,2017-09-18
14573,frozen,Slovakia,eXtatus,2017-09-18
14574,MonttY,Slovakia,eXtatus,2017-09-18
14575,buster,Kazakhstan,AVANGAR,2017-09-18
14576,KrizzeN,Kazakhstan,AVANGAR,2017-09-18
14577,Qikert,Kazakhstan,AVANGAR,2017-09-18
14578,Jame,Russia,AVANGAR,2017-09-18
14579,dimasick,Kazakhstan,AVANGAR,2017-09-18
14580,FalleN,Brazil,SK,2017-09-25
14581,fer,Brazil,SK,2017-09-25
14582,coldzera,Brazil,SK,2017-09-25
14583,TACO,Brazil,SK,2017-09-25
14584,felps,Brazil,SK,2017-09-25
14585,shox,France,G2,2017-09-25
14586,kennyS,France,G2,2017-09-25
14587,NBK-,France,G2,2017-09-25
14588,apEX,France,G2,2017-09-25
14589,bodyy,France,G2,2017-09-25
14590,cajunb,Denmark,North,2017-09-25
14591,MSL,Denmark,North,2017-09-25
14592,aizy,Denmark,North,2017-09-25
14593,valde,Denmark,North,2017-09-25
14594,k0nfig,Denmark,North,2017-09-25
14595,karrigan,Denmark,FaZe,2017-09-25
14596,olofmeister,Sweden,FaZe,2017-09-25
14597,GuardiaN,Slovakia,FaZe,2017-09-25
14598,NiKo,Bosnia and Herzegovina,FaZe,2017-09-25
14599,rain,Norway,FaZe,2017-09-25
14600,Xyp9x,Denmark,Astralis,2017-09-25
14601,dupreeh,Denmark,Astralis,2017-09-25
14602,gla1ve,Denmark,Astralis,2017-09-25
14603,device,Denmark,Astralis,2017-09-25
14604,Kjaerbye,Denmark,Astralis,2017-09-25
14605,nitr0,United States,Liquid,2017-09-25
14606,jdm64,United States,Liquid,2017-09-25
14607,stanislaw,Canada,Liquid,2017-09-25
14608,EliGE,United States,Liquid,2017-09-25
14609,Twistzz,Canada,Liquid,2017-09-25
14610,AdreN,Kazakhstan,Gambit,2017-09-25
14611,Dosia,Russia,Gambit,2017-09-25
14612,mou,Kazakhstan,Gambit,2017-09-25
14613,HObbit,Kazakhstan,Gambit,2017-09-25
14614,fitch,Kazakhstan,Gambit,2017-09-25
14615,Skadoodle,United States,Cloud9,2017-09-25
14616,RUSH,United States,Cloud9,2017-09-25
14617,tarik,United States,Cloud9,2017-09-25
14618,autimatic,United States,Cloud9,2017-09-25
14619,Stewie2K,United States,Cloud9,2017-09-25
14620,f0rest,Sweden,Ninjas in Pyjamas,2017-09-25
14621,GeT_RiGhT,Sweden,Ninjas in Pyjamas,2017-09-25
14622,Xizt,Sweden,Ninjas in Pyjamas,2017-09-25
14623,draken,Sweden,Ninjas in Pyjamas,2017-09-25
14624,REZ,Sweden,Ninjas in Pyjamas,2017-09-25
14625,Edward,Ukraine,Natus Vincere,2017-09-25
14626,Zeus,Ukraine,Natus Vincere,2017-09-25
14627,seized,Russia,Natus Vincere,2017-09-25
14628,flamie,Russia,Natus Vincere,2017-09-25
14629,s1mple,Ukraine,Natus Vincere,2017-09-25
14630,TaZ,Poland,Virtus.pro,2017-09-25
14631,NEO,Poland,Virtus.pro,2017-09-25
14632,pashaBiceps,Poland,Virtus.pro,2017-09-25
14633,Snax,Poland,Virtus.pro,2017-09-25
14634,byali,Poland,Virtus.pro,2017-09-25
14635,oskar,Czech Republic,MOUZ,2017-09-25
14636,chrisJ,Netherlands,MOUZ,2017-09-25
14637,suNny,Finland,MOUZ,2017-09-25
14638,STYKO,Slovakia,MOUZ,2017-09-25
14639,ropz,Estonia,MOUZ,2017-09-25
14640,flusha,Sweden,fnatic,2017-09-25
14641,JW,Sweden,fnatic,2017-09-25
14642,KRIMZ,Sweden,fnatic,2017-09-25
14643,Lekr0,Sweden,fnatic,2017-09-25
14644,Golden,Sweden,fnatic,2017-09-25
14645,gob b,Germany,BIG,2017-09-25
14646,LEGIJA,Germany,BIG,2017-09-25
14647,tabseN,Germany,BIG,2017-09-25
14648,keev,Germany,BIG,2017-09-25
14649,nex,Germany,BIG,2017-09-25
14650,SIXER,France,Envy,2017-09-25
14651,RpK,France,Envy,2017-09-25
14652,ScreaM,Belgium,Envy,2017-09-25
14653,Happy,France,Envy,2017-09-25
14654,xms,France,Envy,2017-09-25
14655,MODDII,Sweden,Heroic,2017-09-25
14656,Snappi,Denmark,Heroic,2017-09-25
14657,es3tag,Denmark,Heroic,2017-09-25
14658,JUGi,Denmark,Heroic,2017-09-25
14659,niko,Denmark,Heroic,2017-09-25
14660,ANGE1,Ukraine,HellRaisers,2017-09-25
14661,Zero,Slovakia,HellRaisers,2017-09-25
14662,woxic,Turkey,HellRaisers,2017-09-25
14663,DeadFox,Hungary,HellRaisers,2017-09-25
14664,ISSAA,Jordan,HellRaisers,2017-09-25
14665,FNS,Canada,CLG,2017-09-25
14666,reltuC,United States,CLG,2017-09-25
14667,Rickeh,Australia,CLG,2017-09-25
14668,koosta,United States,CLG,2017-09-25
14669,Ethan,United States,CLG,2017-09-25
14670,MAJ3R,Turkey,Space Soldiers,2017-09-25
14671,XANTARES,Turkey,Space Soldiers,2017-09-25
14672,Calyx,Turkey,Space Soldiers,2017-09-25
14673,paz,Turkey,Space Soldiers,2017-09-25
14674,ngiN,Turkey,Space Soldiers,2017-09-25
14675,jks,Australia,Renegades,2017-09-25
14676,AZR,Australia,Renegades,2017-09-25
14677,NAF,Canada,Renegades,2017-09-25
14678,USTILO,Australia,Renegades,2017-09-25
14679,Nifty,United States,Renegades,2017-09-25
14680,markeloff,Ukraine,FlipSid3,2017-09-25
14681,B1ad3,Ukraine,FlipSid3,2017-09-25
14682,WorldEdit,Russia,FlipSid3,2017-09-25
14683,wayLander,Russia,FlipSid3,2017-09-25
14684,electroNic,Russia,FlipSid3,2017-09-25
14685,PKL,Brazil,Luminosity,2017-09-25
14686,SHOOWTiME,Brazil,Luminosity,2017-09-25
14687,NEKIZ,Brazil,Luminosity,2017-09-25
14688,yel,Brazil,Luminosity,2017-09-25
14689,chelo,Brazil,Luminosity,2017-09-25
14690,zehN,Finland,PENTA,2017-09-25
14691,innocent,Poland,PENTA,2017-09-25
14692,kRYSTAL,Germany,PENTA,2017-09-25
14693,SZPERO,Poland,Kinguin,2017-09-25
14694,rallen,Poland,Kinguin,2017-09-25
14695,MICHU,Poland,Kinguin,2017-09-25
14696,Hyper,Poland,Kinguin,2017-09-25
14697,mouz,Poland,Kinguin,2017-09-25
14698,seang@res,United States,Misfits,2017-09-25
14699,ShahZaM,United States,Misfits,2017-09-25
14700,SicK,United States,Misfits,2017-09-25
14701,AMANEK,France,Misfits,2017-09-25
14702,devoduvek,France,Misfits,2017-09-25
14703,daps,Canada,NRG,2017-09-25
14704,FugLy,United States,NRG,2017-09-25
14705,Brehze,United States,NRG,2017-09-25
14706,AnJ,Denmark,NRG,2017-09-25
14707,CeRq,Bulgaria,NRG,2017-09-25
14708,Maniac,Switzerland,LDLC,2017-09-25
14709,Ex6TenZ,Belgium,LDLC,2017-09-25
14710,to1nou,Belgium,LDLC,2017-09-25
14711,ALEX,United Kingdom,LDLC,2017-09-25
14712,DEVIL,France,LDLC,2017-09-25
14713,queztone,Slovakia,eXtatus,2017-09-25
14714,ZEDKO,Czech Republic,eXtatus,2017-09-25
14715,DEV7L,Czech Republic,eXtatus,2017-09-25
14716,frozen,Slovakia,eXtatus,2017-09-25
14717,MonttY,Slovakia,eXtatus,2017-09-25
14718,chopper,Russia,Vega Squadron,2017-09-25
14719,jR,Ukraine,Vega Squadron,2017-09-25
14720,keshandr,Russia,Vega Squadron,2017-09-25
14721,mir,Russia,Vega Squadron,2017-09-25
14722,hutji,Russia,Vega Squadron,2017-09-25
14723,buster,Kazakhstan,AVANGAR,2017-09-25
14724,KrizzeN,Kazakhstan,AVANGAR,2017-09-25
14725,Qikert,Kazakhstan,AVANGAR,2017-09-25
14726,Jame,Russia,AVANGAR,2017-09-25
14727,dimasick,Kazakhstan,AVANGAR,2017-09-25
14728,FalleN,Brazil,SK,2017-10-02
14729,fer,Brazil,SK,2017-10-02
14730,coldzera,Brazil,SK,2017-10-02
14731,TACO,Brazil,SK,2017-10-02
14732,felps,Brazil,SK,2017-10-02
14733,shox,France,G2,2017-10-02
14734,kennyS,France,G2,2017-10-02
14735,NBK-,France,G2,2017-10-02
14736,apEX,France,G2,2017-10-02
14737,bodyy,France,G2,2017-10-02
14738,cajunb,Denmark,North,2017-10-02
14739,MSL,Denmark,North,2017-10-02
14740,aizy,Denmark,North,2017-10-02
14741,valde,Denmark,North,2017-10-02
14742,k0nfig,Denmark,North,2017-10-02
14743,karrigan,Denmark,FaZe,2017-10-02
14744,olofmeister,Sweden,FaZe,2017-10-02
14745,GuardiaN,Slovakia,FaZe,2017-10-02
14746,NiKo,Bosnia and Herzegovina,FaZe,2017-10-02
14747,rain,Norway,FaZe,2017-10-02
14748,Xyp9x,Denmark,Astralis,2017-10-02
14749,dupreeh,Denmark,Astralis,2017-10-02
14750,gla1ve,Denmark,Astralis,2017-10-02
14751,device,Denmark,Astralis,2017-10-02
14752,Kjaerbye,Denmark,Astralis,2017-10-02
14753,AdreN,Kazakhstan,Gambit,2017-10-02
14754,Dosia,Russia,Gambit,2017-10-02
14755,mou,Kazakhstan,Gambit,2017-10-02
14756,HObbit,Kazakhstan,Gambit,2017-10-02
14757,fitch,Kazakhstan,Gambit,2017-10-02
14758,nitr0,United States,Liquid,2017-10-02
14759,jdm64,United States,Liquid,2017-10-02
14760,stanislaw,Canada,Liquid,2017-10-02
14761,EliGE,United States,Liquid,2017-10-02
14762,Twistzz,Canada,Liquid,2017-10-02
14763,Skadoodle,United States,Cloud9,2017-10-02
14764,RUSH,United States,Cloud9,2017-10-02
14765,tarik,United States,Cloud9,2017-10-02
14766,autimatic,United States,Cloud9,2017-10-02
14767,Stewie2K,United States,Cloud9,2017-10-02
14768,f0rest,Sweden,Ninjas in Pyjamas,2017-10-02
14769,GeT_RiGhT,Sweden,Ninjas in Pyjamas,2017-10-02
14770,Xizt,Sweden,Ninjas in Pyjamas,2017-10-02
14771,draken,Sweden,Ninjas in Pyjamas,2017-10-02
14772,REZ,Sweden,Ninjas in Pyjamas,2017-10-02
14773,Edward,Ukraine,Natus Vincere,2017-10-02
14774,Zeus,Ukraine,Natus Vincere,2017-10-02
14775,seized,Russia,Natus Vincere,2017-10-02
14776,flamie,Russia,Natus Vincere,2017-10-02
14777,s1mple,Ukraine,Natus Vincere,2017-10-02
14778,TaZ,Poland,Virtus.pro,2017-10-02
14779,NEO,Poland,Virtus.pro,2017-10-02
14780,pashaBiceps,Poland,Virtus.pro,2017-10-02
14781,Snax,Poland,Virtus.pro,2017-10-02
14782,byali,Poland,Virtus.pro,2017-10-02
14783,oskar,Czech Republic,MOUZ,2017-10-02
14784,chrisJ,Netherlands,MOUZ,2017-10-02
14785,suNny,Finland,MOUZ,2017-10-02
14786,STYKO,Slovakia,MOUZ,2017-10-02
14787,ropz,Estonia,MOUZ,2017-10-02
14788,flusha,Sweden,fnatic,2017-10-02
14789,JW,Sweden,fnatic,2017-10-02
14790,KRIMZ,Sweden,fnatic,2017-10-02
14791,Lekr0,Sweden,fnatic,2017-10-02
14792,Golden,Sweden,fnatic,2017-10-02
14793,gob b,Germany,BIG,2017-10-02
14794,LEGIJA,Germany,BIG,2017-10-02
14795,tabseN,Germany,BIG,2017-10-02
14796,keev,Germany,BIG,2017-10-02
14797,nex,Germany,BIG,2017-10-02
14798,SIXER,France,Envy,2017-10-02
14799,RpK,France,Envy,2017-10-02
14800,ScreaM,Belgium,Envy,2017-10-02
14801,Happy,France,Envy,2017-10-02
14802,xms,France,Envy,2017-10-02
14803,MODDII,Sweden,Heroic,2017-10-02
14804,Snappi,Denmark,Heroic,2017-10-02
14805,es3tag,Denmark,Heroic,2017-10-02
14806,JUGi,Denmark,Heroic,2017-10-02
14807,niko,Denmark,Heroic,2017-10-02
14808,ANGE1,Ukraine,HellRaisers,2017-10-02
14809,Zero,Slovakia,HellRaisers,2017-10-02
14810,woxic,Turkey,HellRaisers,2017-10-02
14811,DeadFox,Hungary,HellRaisers,2017-10-02
14812,ISSAA,Jordan,HellRaisers,2017-10-02
14813,FNS,Canada,CLG,2017-10-02
14814,reltuC,United States,CLG,2017-10-02
14815,Rickeh,Australia,CLG,2017-10-02
14816,koosta,United States,CLG,2017-10-02
14817,Ethan,United States,CLG,2017-10-02
14818,MAJ3R,Turkey,Space Soldiers,2017-10-02
14819,XANTARES,Turkey,Space Soldiers,2017-10-02
14820,Calyx,Turkey,Space Soldiers,2017-10-02
14821,paz,Turkey,Space Soldiers,2017-10-02
14822,ngiN,Turkey,Space Soldiers,2017-10-02
14823,jks,Australia,Renegades,2017-10-02
14824,AZR,Australia,Renegades,2017-10-02
14825,NAF,Canada,Renegades,2017-10-02
14826,USTILO,Australia,Renegades,2017-10-02
14827,Nifty,United States,Renegades,2017-10-02
